ID,Row ID+O6G3A1:R6,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Profit
3713,6392,CA-2019-129126,12/14/2019,12/19/2019,Standard Class,PK-19075,Pete Kriz,Consumer,United States,New York City,New York,East,OFF-PA-10001471,Office Supplies,Paper,Strathmore Photo Frame Cards,14.62,2,6.7252
3714,6393,CA-2019-129126,12/14/2019,12/19/2019,Standard Class,PK-19075,Pete Kriz,Consumer,United States,New York City,New York,East,OFF-LA-10003190,Office Supplies,Labels,Avery 474,5.76,2,2.8224
3715,6394,CA-2019-129126,12/14/2019,12/19/2019,Standard Class,PK-19075,Pete Kriz,Consumer,United States,New York City,New York,East,OFF-FA-10000621,Office Supplies,Fasteners,"OIC Colored Binder Clips, Assorted Sizes",21.48,6,10.5252
3716,6395,CA-2019-129126,12/14/2019,12/19/2019,Standard Class,PK-19075,Pete Kriz,Consumer,United States,New York City,New York,East,FUR-FU-10002937,Furniture,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",396.92,4,198.46
3717,6396,CA-2019-129126,12/14/2019,12/19/2019,Standard Class,PK-19075,Pete Kriz,Consumer,United States,New York City,New York,East,OFF-ST-10004507,Office Supplies,Storage,Advantus Rolling Storage Box,17.15,1,4.6305
3718,6397,CA-2019-129126,12/14/2019,12/19/2019,Standard Class,PK-19075,Pete Kriz,Consumer,United States,New York City,New York,East,OFF-BI-10000279,Office Supplies,Binders,"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",23.12,2,7.803
3719,6398,CA-2020-131632,10/31/2020,11/4/2020,Standard Class,AH-10120,Adrian Hane,Home Office,United States,Dallas,Texas,Central,OFF-AR-10003651,Office Supplies,Art,Newell 350,5.248,2,0.5904
3720,6399,CA-2020-151981,8/6/2020,8/12/2020,Standard Class,GM-14455,Gary Mitchum,Home Office,United States,Concord,New Hampshire,East,TEC-PH-10003601,Technology,Phones,"Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver",824.95,5,247.485
3721,6400,CA-2020-151981,8/6/2020,8/12/2020,Standard Class,GM-14455,Gary Mitchum,Home Office,United States,Concord,New Hampshire,East,OFF-LA-10002195,Office Supplies,Labels,Avery 481,24.64,8,11.8272
3722,6401,CA-2020-151981,8/6/2020,8/12/2020,Standard Class,GM-14455,Gary Mitchum,Home Office,United States,Concord,New Hampshire,East,OFF-AR-10000380,Office Supplies,Art,"Hunt PowerHouse Electric Pencil Sharpener, Blue",227.88,6,68.364
3723,6402,CA-2020-125472,5/30/2020,5/31/2020,First Class,BD-11725,Bruce Degenhardt,Consumer,United States,Lafayette,Louisiana,South,FUR-BO-10000330,Furniture,Bookcases,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",241.96,2,33.8744
3724,6403,CA-2020-125472,5/30/2020,5/31/2020,First Class,BD-11725,Bruce Degenhardt,Consumer,United States,Lafayette,Louisiana,South,OFF-BI-10000591,Office Supplies,Binders,Avery Binder Labels,3.89,1,1.8672
3725,6404,CA-2020-125472,5/30/2020,5/31/2020,First Class,BD-11725,Bruce Degenhardt,Consumer,United States,Lafayette,Louisiana,South,FUR-FU-10001731,Furniture,Furnishings,Acrylic Self-Standing Desk Frames,8.01,3,3.0438
3726,6406,CA-2020-154074,8/31/2020,9/2/2020,Second Class,BW-11110,Bart Watters,Corporate,United States,Spokane,Washington,West,FUR-CH-10002331,Furniture,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,569.568,2,7.1196
3727,6407,CA-2020-154074,8/31/2020,9/2/2020,Second Class,BW-11110,Bart Watters,Corporate,United States,Spokane,Washington,West,OFF-ST-10002370,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",149.73,7,43.4217
3728,6408,CA-2020-161774,5/14/2020,5/15/2020,First Class,GT-14710,Greg Tran,Consumer,United States,Houston,Texas,Central,FUR-CH-10003981,Furniture,Chairs,Global Commerce Series Low-Back Swivel/Tilt Chairs,899.43,5,-12.849
3729,6409,CA-2020-161774,5/14/2020,5/15/2020,First Class,GT-14710,Greg Tran,Consumer,United States,Houston,Texas,Central,OFF-AR-10001446,Office Supplies,Art,Newell 309,46.2,5,5.775
3730,6410,CA-2020-161774,5/14/2020,5/15/2020,First Class,GT-14710,Greg Tran,Consumer,United States,Houston,Texas,Central,OFF-PA-10000300,Office Supplies,Paper,Xerox 1936,47.952,3,16.1838
3731,6411,CA-2020-161774,5/14/2020,5/15/2020,First Class,GT-14710,Greg Tran,Consumer,United States,Houston,Texas,Central,TEC-PH-10004071,Technology,Phones,PayAnywhere Card Reader,7.992,1,0.6993
3732,6412,CA-2020-161774,5/14/2020,5/15/2020,First Class,GT-14710,Greg Tran,Consumer,United States,Houston,Texas,Central,OFF-PA-10003134,Office Supplies,Paper,Xerox 1937,76.864,2,26.9024
3733,6413,CA-2020-151211,8/17/2020,8/23/2020,Standard Class,AH-10120,Adrian Hane,Home Office,United States,Louisville,Kentucky,South,OFF-BI-10002735,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers,102.93,3,48.3771
3734,6414,CA-2020-151211,8/17/2020,8/23/2020,Standard Class,AH-10120,Adrian Hane,Home Office,United States,Louisville,Kentucky,South,TEC-AC-10004510,Technology,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo,98.16,6,9.816
3735,6415,CA-2020-142671,11/10/2020,11/14/2020,Second Class,DR-12940,Daniel Raglin,Home Office,United States,Hollywood,Florida,South,OFF-BI-10004099,Office Supplies,Binders,GBC VeloBinder Strips,11.52,5,-7.68
3736,6416,CA-2020-144750,8/21/2020,8/21/2020,Same Day,DL-13495,Dionis Lloyd,Corporate,United States,Chandler,Arizona,West,OFF-PA-10003395,Office Supplies,Paper,Xerox 1941,83.88,1,29.358
3737,6417,CA-2019-111976,3/8/2019,3/12/2019,Standard Class,BD-11620,Brian DeCherney,Consumer,United States,Philadelphia,Pennsylvania,East,TEC-PH-10002890,Technology,Phones,AT&T 17929 Lendline Telephone,108.576,4,-25.3344
3738,6418,CA-2019-111976,3/8/2019,3/12/2019,Standard Class,BD-11620,Brian DeCherney,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-FA-10004968,Office Supplies,Fasteners,Rubber Band Ball,5.984,2,-1.3464
3739,6419,CA-2019-140130,10/31/2019,11/5/2019,Standard Class,HW-14935,Helen Wasserman,Corporate,United States,Tulsa,Oklahoma,Central,OFF-SU-10001218,Office Supplies,Supplies,Fiskars Softgrip Scissors,21.96,2,6.1488
3740,6420,CA-2019-140130,10/31/2019,11/5/2019,Standard Class,HW-14935,Helen Wasserman,Corporate,United States,Tulsa,Oklahoma,Central,FUR-CH-10002084,Furniture,Chairs,Hon Mobius Operator's Chair,368.97,3,81.1734
3741,6421,CA-2019-140130,10/31/2019,11/5/2019,Standard Class,HW-14935,Helen Wasserman,Corporate,United States,Tulsa,Oklahoma,Central,OFF-AR-10004269,Office Supplies,Art,Newell 31,12.39,3,3.4692
3742,6422,CA-2019-140130,10/31/2019,11/5/2019,Standard Class,HW-14935,Helen Wasserman,Corporate,United States,Tulsa,Oklahoma,Central,OFF-ST-10001128,Office Supplies,Storage,"Carina Mini System Audio Rack, Model AR050B",332.94,3,9.9882
3743,6425,CA-2020-115777,8/19/2020,8/24/2020,Standard Class,DO-13645,Doug O'Connell,Consumer,United States,Lawrence,Massachusetts,East,OFF-PA-10000552,Office Supplies,Paper,Xerox 200,19.44,3,9.3312
3744,6426,CA-2019-143714,5/23/2019,5/27/2019,Standard Class,CC-12370,Christopher Conant,Consumer,United States,Philadelphia,Pennsylvania,East,TEC-CO-10004722,Technology,Copiers,Canon imageCLASS 2200 Advanced Copier,8399.976,4,1119.9968
3745,6427,CA-2019-143714,5/23/2019,5/27/2019,Standard Class,CC-12370,Christopher Conant,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-BI-10004308,Office Supplies,Binders,Avery Legal 4-Ring Binder,6.294,1,-4.196
3746,6428,CA-2019-143714,5/23/2019,5/27/2019,Standard Class,CC-12370,Christopher Conant,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-PA-10000029,Office Supplies,Paper,Xerox 224,10.368,2,3.6288
3747,6429,CA-2019-143714,5/23/2019,5/27/2019,Standard Class,CC-12370,Christopher Conant,Consumer,United States,Philadelphia,Pennsylvania,East,TEC-PH-10004080,Technology,Phones,Avaya 5410 Digital phone,122.382,3,-24.4764
3748,6436,US-2020-116897,5/27/2020,5/29/2020,First Class,JG-15160,James Galang,Consumer,United States,Pocatello,Idaho,West,FUR-FU-10004963,Furniture,Furnishings,"Eldon 400 Class Desk Accessories, Black Carbon",35,4,14.7
3749,6437,US-2020-116897,5/27/2020,5/29/2020,First Class,JG-15160,James Galang,Consumer,United States,Pocatello,Idaho,West,OFF-ST-10000025,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,477.15,5,28.629
3750,6438,US-2020-116897,5/27/2020,5/29/2020,First Class,JG-15160,James Galang,Consumer,United States,Pocatello,Idaho,West,TEC-PH-10004389,Technology,Phones,Nokia Lumia 925,302.376,3,22.6782
3751,6439,US-2020-113992,12/14/2020,12/19/2020,Standard Class,LC-16885,Lena Creighton,Consumer,United States,Plano,Texas,Central,FUR-TA-10000577,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,974.988,4,-97.4988
3752,6441,CA-2019-101161,10/13/2019,10/20/2019,Standard Class,BW-11110,Bart Watters,Corporate,United States,New York City,New York,East,OFF-AR-10001860,Office Supplies,Art,BIC Liqua Brite Liner,34.7,5,12.492
3753,6442,CA-2019-101161,10/13/2019,10/20/2019,Standard Class,BW-11110,Bart Watters,Corporate,United States,New York City,New York,East,OFF-ST-10003123,Office Supplies,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,99.87,3,23.9688
3754,6443,CA-2019-101161,10/13/2019,10/20/2019,Standard Class,BW-11110,Bart Watters,Corporate,United States,New York City,New York,East,OFF-PA-10001295,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Perforations,37.94,2,18.2112
3755,6444,CA-2019-101161,10/13/2019,10/20/2019,Standard Class,BW-11110,Bart Watters,Corporate,United States,New York City,New York,East,OFF-LA-10000407,Office Supplies,Labels,Avery White Multi-Purpose Labels,24.9,5,11.454
3756,6445,CA-2019-101161,10/13/2019,10/20/2019,Standard Class,BW-11110,Bart Watters,Corporate,United States,New York City,New York,East,FUR-FU-10003535,Furniture,Furnishings,Howard Miller Distant Time Traveler Alarm Clock,82.26,3,33.7266
3757,6447,US-2020-119816,3/4/2020,3/6/2020,Second Class,TT-21460,Tonja Turnell,Home Office,United States,Houston,Texas,Central,FUR-FU-10004848,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",103.5,5,-77.625
3758,6448,US-2020-119816,3/4/2020,3/6/2020,Second Class,TT-21460,Tonja Turnell,Home Office,United States,Houston,Texas,Central,OFF-LA-10002381,Office Supplies,Labels,Avery 497,2.464,1,0.8624
3759,6449,US-2020-119816,3/4/2020,3/6/2020,Second Class,TT-21460,Tonja Turnell,Home Office,United States,Houston,Texas,Central,OFF-ST-10000918,Office Supplies,Storage,Crate-A-Files,8.72,1,0.654
3760,6455,CA-2020-161102,7/31/2020,8/3/2020,First Class,EC-14050,Erin Creighton,Consumer,United States,San Francisco,California,West,OFF-ST-10003442,Office Supplies,Storage,Eldon Portable Mobile Manager,56.56,2,15.2712
3761,6456,CA-2020-161102,7/31/2020,8/3/2020,First Class,EC-14050,Erin Creighton,Consumer,United States,San Francisco,California,West,FUR-FU-10003142,Furniture,Furnishings,"Master Big Foot Doorstop, Beige",36.96,7,11.4576
3762,6459,US-2020-133361,5/14/2020,5/17/2020,First Class,AJ-10780,Anthony Jacobs,Corporate,United States,Baltimore,Maryland,East,OFF-AR-10001919,Office Supplies,Art,"OIC #2 Pencils, Medium Soft",3.76,2,1.0904
3763,6460,US-2020-133361,5/14/2020,5/17/2020,First Class,AJ-10780,Anthony Jacobs,Corporate,United States,Baltimore,Maryland,East,OFF-AR-10003045,Office Supplies,Art,Prang Colored Pencils,14.7,5,6.615
3764,6461,US-2020-133361,5/14/2020,5/17/2020,First Class,AJ-10780,Anthony Jacobs,Corporate,United States,Baltimore,Maryland,East,OFF-AR-10003338,Office Supplies,Art,"Eberhard Faber 3 1/2"" Golf Pencils",37.2,5,9.3
3765,6462,US-2020-133361,5/14/2020,5/17/2020,First Class,AJ-10780,Anthony Jacobs,Corporate,United States,Baltimore,Maryland,East,TEC-AC-10003280,Technology,Accessories,Belkin F8E887 USB Wired Ergonomic Keyboard,89.97,3,18.8937
3766,6463,US-2020-133361,5/14/2020,5/17/2020,First Class,AJ-10780,Anthony Jacobs,Corporate,United States,Baltimore,Maryland,East,FUR-CH-10003298,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",261.96,2,23.5764
3767,6464,US-2020-133361,5/14/2020,5/17/2020,First Class,AJ-10780,Anthony Jacobs,Corporate,United States,Baltimore,Maryland,East,OFF-LA-10004544,Office Supplies,Labels,Avery 505,74,5,37
3768,6465,US-2019-155404,9/22/2019,9/28/2019,Standard Class,AS-10630,Ann Steele,Home Office,United States,Louisville,Kentucky,South,FUR-FU-10004586,Furniture,Furnishings,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,13.28,2,6.3744
3769,6467,CA-2020-153080,5/22/2020,5/25/2020,Second Class,EH-13945,Eric Hoffmann,Consumer,United States,Los Angeles,California,West,TEC-AC-10002331,Technology,Accessories,"Maxell 74 Minute CDR, 10/Pack",68.46,7,25.3302
3770,6468,CA-2019-163804,12/2/2019,12/8/2019,Standard Class,DB-13270,Deborah Brumfield,Home Office,United States,Providence,Rhode Island,East,OFF-ST-10000142,Office Supplies,Storage,Deluxe Rollaway Locking File with Drawer,2079.4,5,582.232
3771,6469,CA-2019-163804,12/2/2019,12/8/2019,Standard Class,DB-13270,Deborah Brumfield,Home Office,United States,Providence,Rhode Island,East,TEC-PH-10000441,Technology,Phones,VTech DS6151,629.95,5,176.386
3772,6470,CA-2019-163804,12/2/2019,12/8/2019,Standard Class,DB-13270,Deborah Brumfield,Home Office,United States,Providence,Rhode Island,East,FUR-FU-10004864,Furniture,Furnishings,Eldon 500 Class Desk Accessories,72.42,6,23.8986
3773,6474,CA-2019-113292,3/18/2019,3/20/2019,Second Class,DB-13060,Dave Brooks,Consumer,United States,Columbia,Tennessee,South,OFF-AP-10003590,Office Supplies,Appliances,Hoover WindTunnel Plus Canister Vacuum,871.8,3,87.18
3774,6476,CA-2020-140872,6/3/2020,6/10/2020,Standard Class,NR-18550,Nick Radford,Consumer,United States,Pembroke Pines,Florida,South,OFF-BI-10002432,Office Supplies,Binders,Wilson Jones Standard D-Ring Binders,4.554,3,-3.4914
3775,6477,CA-2020-140872,6/3/2020,6/10/2020,Standard Class,NR-18550,Nick Radford,Consumer,United States,Pembroke Pines,Florida,South,OFF-AP-10003622,Office Supplies,Appliances,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",5.2,2,0.585
3776,6478,CA-2020-140872,6/3/2020,6/10/2020,Standard Class,NR-18550,Nick Radford,Consumer,United States,Pembroke Pines,Florida,South,TEC-AC-10003832,Technology,Accessories,Logitech P710e Mobile Speakerphone,205.992,1,-2.5749
3777,6479,CA-2020-140872,6/3/2020,6/10/2020,Standard Class,NR-18550,Nick Radford,Consumer,United States,Pembroke Pines,Florida,South,OFF-PA-10000809,Office Supplies,Paper,Xerox 206,15.552,3,5.4432
3778,6480,CA-2020-140872,6/3/2020,6/10/2020,Standard Class,NR-18550,Nick Radford,Consumer,United States,Pembroke Pines,Florida,South,TEC-PH-10000441,Technology,Phones,VTech DS6151,503.96,5,50.396
3779,6481,CA-2020-140872,6/3/2020,6/10/2020,Standard Class,NR-18550,Nick Radford,Consumer,United States,Pembroke Pines,Florida,South,OFF-AP-10002287,Office Supplies,Appliances,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",24.472,7,1.8354
3780,6482,CA-2020-140872,6/3/2020,6/10/2020,Standard Class,NR-18550,Nick Radford,Consumer,United States,Pembroke Pines,Florida,South,FUR-BO-10002824,Furniture,Bookcases,Bush Mission Pointe Library,241.568,2,0
3781,6483,CA-2020-140872,6/3/2020,6/10/2020,Standard Class,NR-18550,Nick Radford,Consumer,United States,Pembroke Pines,Florida,South,TEC-AC-10002942,Technology,Accessories,WD My Passport Ultra 1TB Portable External Hard Drive,110.4,2,-4.14
3782,6484,CA-2020-113908,6/3/2020,6/9/2020,Standard Class,KN-16390,Katherine Nockton,Corporate,United States,New York City,New York,East,FUR-TA-10001932,Furniture,Tables,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",384.768,2,-115.4304
3783,6485,CA-2020-113908,6/3/2020,6/9/2020,Standard Class,KN-16390,Katherine Nockton,Corporate,United States,New York City,New York,East,TEC-MA-10003173,Technology,Machines,Hewlett-Packard 300S Scientific Calculator,78.66,6,36.1836
3784,6486,CA-2020-113908,6/3/2020,6/9/2020,Standard Class,KN-16390,Katherine Nockton,Corporate,United States,New York City,New York,East,OFF-PA-10004156,Office Supplies,Paper,Xerox 188,45.36,4,22.2264
3785,6490,US-2020-148866,9/19/2020,9/24/2020,Standard Class,JM-15535,Jessica Myrick,Consumer,United States,New York City,New York,East,OFF-PA-10004782,Office Supplies,Paper,Xerox 228,32.4,5,15.552
3786,6492,CA-2019-113845,11/20/2019,11/25/2019,Standard Class,FA-14230,Frank Atkinson,Corporate,United States,Orlando,Florida,South,FUR-BO-10004695,Furniture,Bookcases,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,289.568,2,10.8588
3787,6493,CA-2019-113845,11/20/2019,11/25/2019,Standard Class,FA-14230,Frank Atkinson,Corporate,United States,Orlando,Florida,South,OFF-ST-10003327,Office Supplies,Storage,Akro-Mils 12-Gallon Tote,39.72,5,4.4685
3788,6494,CA-2019-113845,11/20/2019,11/25/2019,Standard Class,FA-14230,Frank Atkinson,Corporate,United States,Orlando,Florida,South,TEC-PH-10003357,Technology,Phones,Grandstream GXP2100 Mainstream Business Phone,244.768,4,24.4768
3789,6495,CA-2020-111262,10/28/2020,11/1/2020,Second Class,KH-16510,Keith Herrera,Consumer,United States,Houston,Texas,Central,TEC-AC-10002167,Technology,Accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,24,2,-2.7
3790,6496,CA-2020-111262,10/28/2020,11/1/2020,Second Class,KH-16510,Keith Herrera,Consumer,United States,Houston,Texas,Central,OFF-PA-10001937,Office Supplies,Paper,Xerox 21,15.552,3,5.4432
3791,6497,CA-2020-111262,10/28/2020,11/1/2020,Second Class,KH-16510,Keith Herrera,Consumer,United States,Houston,Texas,Central,TEC-AC-10004510,Technology,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo,26.176,2,-3.272
3792,6505,CA-2020-128265,11/17/2020,11/22/2020,Second Class,VW-21775,Victoria Wilson,Corporate,United States,New York City,New York,East,OFF-ST-10000142,Office Supplies,Storage,Deluxe Rollaway Locking File with Drawer,1247.64,3,349.3392
3793,6506,CA-2019-152331,6/26/2019,6/30/2019,Standard Class,LD-16855,Lela Donovan,Corporate,United States,Chicago,Illinois,Central,OFF-AR-10001547,Office Supplies,Art,Newell 311,5.304,3,0.4641
3794,6507,US-2019-128909,10/9/2019,10/11/2019,Second Class,SP-20545,Sibella Parks,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-PA-10001593,Office Supplies,Paper,Xerox 1947,19.136,4,5.98
3795,6508,US-2019-128909,10/9/2019,10/11/2019,Second Class,SP-20545,Sibella Parks,Corporate,United States,Philadelphia,Pennsylvania,East,FUR-FU-10004071,Furniture,Furnishings,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,332.832,4,-24.9624
3796,6509,CA-2020-102197,12/20/2020,12/26/2020,Standard Class,DK-13150,David Kendrick,Corporate,United States,New York City,New York,East,OFF-PA-10001970,Office Supplies,Paper,Xerox 1908,279.9,5,137.151
3797,6510,CA-2020-102197,12/20/2020,12/26/2020,Standard Class,DK-13150,David Kendrick,Corporate,United States,New York City,New York,East,OFF-BI-10001524,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,50.352,3,17.6232
3798,6511,CA-2020-102197,12/20/2020,12/26/2020,Standard Class,DK-13150,David Kendrick,Corporate,United States,New York City,New York,East,OFF-PA-10004156,Office Supplies,Paper,Xerox 188,34.02,3,16.6698
3799,6512,CA-2020-167640,3/6/2020,3/10/2020,Standard Class,FC-14245,Frank Carlisle,Home Office,United States,San Francisco,California,West,OFF-AR-10003158,Office Supplies,Art,Fluorescent Highlighters by Dixon,23.88,6,8.1192
3800,6513,CA-2020-167640,3/6/2020,3/10/2020,Standard Class,FC-14245,Frank Carlisle,Home Office,United States,San Francisco,California,West,OFF-LA-10004559,Office Supplies,Labels,Avery 49,11.52,4,5.6448
